TCSC,MAV,STE,MEA,shannon_git,sample_git,power_git,energy_git,skewness,kurtosis,std_dev,rhythm
4,0.16,1507.49,1359.897,2.82,0.207,0.01517,253.267154,2.2743,8.964,0.492,0
5,0.118,1445.197,1330.343,3.223,0.243,0.006409,168.512638,2.3829,10.8363,0.4086,0
3,0.148,1495.288,1356.409,3.385,0.201,0.007951,227.335239,2.2743,9.2664,0.4687,0
4,0.151,1503.751,1357.955,2.76,0.185,0.010657,214.939918,2.2704,9.1086,0.4616,0
3,0.135,1483.921,1342.772,3.058,0.24,0.007307,169.935741,2.3998,10.9996,0.4055,0
4,0.142,1468.691,1339.781,3.185,0.218,0.008581,220.492287,2.2117,8.9573,0.4688,0
4,0.143,1484.393,1351.957,2.98,0.195,0.009669,222.809324,2.3233,9.4007,0.4658,0
3,0.135,1470.751,1338.147,3.232,0.232,0.008454,180.894786,2.2747,10.4686,0.4234,0
4,0.149,1486.706,1349.374,3.01,0.192,0.009333,228.941836,2.1789,8.7787,0.4757,0
4,0.144,1493.489,1359.026,2.868,0.191,0.009655,225.779445,2.3467,9.5104,0.466,0
3,0.132,1450.881,1329.127,3.174,0.188,0.008995,189.014343,2.3113,10.8462,0.4344,0
4,0.156,1497.792,1354.806,3.109,0.197,0.010368,237.775898,2.0951,8.3995,0.4892,0
4,0.131,1466.37,1345.151,3.144,0.194,0.00769,205.480945,2.2734,9.3736,0.4491,0
3,0.141,1468.643,1329.487,3.062,0.27,0.007417,171.012664,2.3671,10.7299,0.4178,0
4,0.157,1502.723,1352.905,3.166,0.244,0.010538,226.633524,1.7607,7.7374,0.4775,0
4,0.155,1486.663,1343.355,3.315,0.264,0.008008,234.736829,2.3541,9.6747,0.4702,0
3,0.139,1474.585,1340.685,3.242,0.219,0.007891,182.721247,2.2957,10.6157,0.4276,0
3,0.152,1488.715,1344.034,2.915,0.2,0.010915,214.277103,2.285,9.2407,0.4624,0
5,0.143,1476.226,1337.8,3.437,0.313,0.006567,211.298453,2.1677,8.8321,0.4428,0
3,0.114,1446.644,1324.637,3.256,0.248,0.003566,132.32781,2.3427,11.6878,0.3604,0
6,0.157,1507.895,1354.15,2.715,0.23,0.012202,225.285907,2.2595,8.9177,0.4665,0
4,0.137,1483.73,1353.048,3.343,0.189,0.006551,206.633985,2.2794,9.3178,0.4479,0
3,0.112,1431.146,1316.196,2.98,0.214,0.004147,138.33686,2.6488,13.1781,0.3688,0
4,0.154,1493.316,1348.545,2.802,0.197,0.012232,227.944599,2.2616,9.1009,0.4726,0
4,0.112,1428.444,1318.351,3.454,0.207,0.004676,151.458399,2.6892,13.0629,0.3803,0
4,0.055,1381.527,1279.769,2.846,0.424,0.000082,23.58091,3.9741,26.1456,0.1532,0
4,0.125,1452.003,1318.748,2.891,0.208,0.004607,141.502264,2.8931,13.7759,0.3672,0
4,0.113,1433.023,1325.347,3.155,0.164,0.003997,171.843474,2.6483,11.7368,0.4032,0
3,0.129,1452.291,1330.128,3.152,0.223,0.008064,181.358728,2.4179,11.1087,0.4241,0
4,0.104,1408.296,1311.337,3.108,0.248,0.004424,150.652836,2.7353,13.1322,0.3806,0
4,0.118,1440.249,1327.176,2.851,0.216,0.004817,182.981604,2.5643,11.0792,0.4171,0
3,0.136,1459.076,1330.794,3.254,0.213,0.00816,182.71593,2.4762,11.1193,0.4247,0
8,0.117,1449.105,1324.778,3.017,0.21,0.004081,136.255761,2.6819,13.3069,0.3665,0
4,0.137,1476.195,1339.822,2.653,0.161,0.006879,180.729743,2.5084,10.8276,0.4212,0
4,0.132,1470.842,1335.735,3.335,0.227,0.006354,169.150926,2.3866,10.9406,0.4064,0
3,0.143,1488.371,1349.662,3.218,0.224,0.006712,205.906052,2.2875,9.39,0.4481,0
4,0.146,1484.065,1342.576,2.818,0.24,0.008698,199.053507,2.3855,9.6272,0.4424,0
3,0.127,1467.117,1329.164,3.249,0.374,0.005069,147.730365,2.0427,9.9417,0.3821,0
4,0.134,1472.291,1330.26,3.418,0.265,0.00332,153.942089,2.1517,9.8389,0.3953,0
6,0.181,1492.287,1337.015,3.431,0.216,0.01679,253.995366,0.7765,8.2828,0.4918,0
5,0.136,1440.607,1313.125,3.765,0.239,0.007267,167.291885,-0.0872,11.6768,0.3952,0
6,0.246,1617.906,1396.761,4.245,0.21,0.026806,346.73863,0.1614,5.6162,0.5628,0
5,0.177,1515.571,1356.908,3.474,0.182,0.011307,271.851092,0.858,6.9518,0.5038,0
3,0.121,1442.906,1327.611,3.243,0.241,0.007342,169.902541,2.3438,10.9113,0.4088,0
4,0.155,1493.498,1353.544,2.998,0.202,0.011593,240.538743,2.2531,9.0711,0.4851,0
4,0.155,1507.488,1359.546,3.154,0.204,0.008079,225.158795,2.3308,9.5631,0.4657,0
3,0.134,1461.176,1334.703,3.099,0.205,0.008029,190.604086,2.5072,11.4538,0.431,0
4,0.145,1492.565,1353.566,2.782,0.23,0.011409,215.651893,2.273,9.1237,0.4602,0
3,0.12,1452.719,1331.949,3.164,0.203,0.006712,164.038713,2.4467,11.3332,0.3972,0
4,0.148,1504.258,1358.331,3.323,0.211,0.006699,209.581206,2.259,9.1214,0.4539,0
4,0.139,1501.897,1359.882,2.934,0.205,0.008378,198.697822,2.2156,8.8933,0.4405,0
3,0.129,1475.925,1342.699,3.242,0.248,0.007353,167.177931,2.3373,10.7522,0.4053,0
4,0.154,1503.49,1355.453,3.024,0.217,0.009363,221.273731,2.2424,9.1525,0.4685,0
4,0.139,1484.091,1352.32,3.131,0.221,0.008583,216.838391,2.3107,9.2269,0.4585,0
3,0.125,1450.842,1330.725,3.026,0.272,0.008057,175.733988,2.5349,11.4833,0.4131,0
4,0.146,1477.836,1341.195,3.031,0.222,0.00907,211.482692,2.3106,9.1476,0.4565,0
4,0.141,1497.165,1357.722,3.184,0.22,0.006448,199.332915,2.216,8.9497,0.443,0
3,0.128,1464.805,1326.3,3.081,0.263,0.004592,142.573639,2.6266,12.881,0.3725,0
4,0.151,1480.155,1339.472,2.928,0.274,0.010259,216.233076,2.123,8.554,0.466,0
4,0.151,1474.279,1339.736,3.398,0.22,0.007805,219.681242,2.326,9.6717,0.4718,0
3,0.144,1477.384,1340.204,3.316,0.215,0.008564,208.897331,2.4119,10.9079,0.4406,0
4,0.103,1399.374,1299.182,2.667,0.247,0.002255,121.082974,3.5214,18.6707,0.3433,0
2,0.132,1449.305,1325.047,3.056,0.264,0.00756,182.108336,2.5136,11.8555,0.4202,0
4,0.162,1494.666,1347.677,3.178,0.198,0.00794,241.307429,2.3001,9.2312,0.4882,0
4,0.13,1461.361,1335.143,2.673,0.22,0.00765,184.524349,2.6621,11.3623,0.4219,0
4,0.069,1355.062,1273.417,3.225,0.346,0.000269,46.8764,3.7329,28.6108,0.2126,0
3,0.055,1383.808,1285.837,2.804,0.374,0.000079,29.124138,3.8884,23.958,0.171,0
4,0.091,1395.304,1293.813,2.6,0.245,0.001272,90.393377,3.7308,20.9316,0.2918,0
3,0.128,1453.005,1328.706,3.402,0.259,0.007403,174.964894,2.4389,11.2961,0.4118,0
4,0.084,1391.796,1278.946,2.898,0.306,0.000082,41.933435,4.399,28.8238,0.2044,0
4,0.1,1412.786,1307.622,2.739,0.205,0.002325,121.172937,3.1811,16.5522,0.3369,0
3,0.152,1498.873,1340.597,3.118,0.249,0.007762,170.798853,2.5986,11.8086,0.4101,0
4,0.123,1453.918,1336.625,2.898,0.201,0.006778,179.137444,2.4778,10.6696,0.4193,0
4,0.135,1474.352,1347.237,3.118,0.163,0.006952,204.081757,2.3323,9.4412,0.4469,0
3,0.13,1451.59,1327.148,2.963,0.235,0.008334,177.687,2.6135,11.9388,0.4178,0
4,0.162,1494.94,1350.339,2.913,0.206,0.012936,247.543818,2.3054,9.1934,0.4955,0
4,0.083,1380.876,1293.745,3.505,0.261,0.001179,93.810428,3.3932,20.1697,0.2982,0
3,0.067,1407.883,1281.035,2.76,0.469,0.000047,19.449079,4.1122,31.232,0.141,0
3,0.092,1403.128,1297.128,3.009,0.203,0.001493,89.043358,3.3936,19.5014,0.2873,0
4,0.05,1371.223,1283.861,2.61,0.367,0.000066,26.89558,3.9432,24.5558,0.1671,0
3,0.056,1375.017,1279.457,3.258,0.393,0.00012,26.130196,2.4226,27.8413,0.16,0
5,0.09,1421.555,1299.537,3.678,0.272,0.00055,73.26269,-0.0664,12.3583,0.2642,0
5,0.13,1478.287,1347.848,3.524,0.169,0.005239,190.644265,0.6087,9.5739,0.4186,0
4,0.109,1438.427,1309.726,3.74,0.281,0.001056,102.113032,1.9892,13.1548,0.3136,0
9,0.09,1437.07,1300.333,3.521,0.343,0.000433,56.2934,0.0103,13.3592,0.2311,0
4,0.167,1519.62,1356.628,2.868,0.182,0.010354,224.574142,2.2816,9.1562,0.4698,0
3,0.12,1467.074,1338.818,3.352,0.231,0.005663,152.838114,2.5572,11.6638,0.3826,0
4,0.144,1485.124,1342.538,3.059,0.209,0.00697,203.056697,2.2669,9.0772,0.4439,0
4,0.13,1476.256,1351.268,3.195,0.19,0.006622,199.615268,2.3069,9.3415,0.4392,0
4,0.156,1447.171,1316.521,2.874,0.198,0.014487,251.526194,2.2877,9.6241,0.4822,0
4,0.127,1460.595,1335.483,3.135,0.227,0.007416,178.751955,2.4973,11.5494,0.4133,0
3,0.143,1491.007,1357.594,3.303,0.222,0.007303,221.946242,2.2236,8.7687,0.4673,0
4,0.132,1472.206,1352.701,2.96,0.22,0.008974,215.554145,2.3896,9.6325,0.4548,0
3,0.127,1469.531,1338.541,3.228,0.257,0.007011,163.380542,2.3771,10.8275,0.4044,0
4,0.147,1491.25,1342.552,2.986,0.23,0.008299,195.302613,2.206,8.8845,0.441,0
4,0.14,1496.593,1353.356,3.221,0.235,0.005698,180.367596,2.3546,9.7808,0.4267,0
3,0.132,1483.055,1343.304,3.171,0.267,0.005537,175.593555,2.3285,10.2982,0.4068,0
4,0.155,1521.463,1359.493,2.856,0.238,0.009016,196.668205,2.2733,9.1311,0.4434,0
3,0.11,1427.786,1310.033,3.264,0.33,0.003506,127.323814,2.6532,13.3458,0.3481,0
4,0.148,1493.696,1347.479,3.353,0.256,0.006599,205.645851,2.2246,8.8607,0.4501,0
4,0.067,1361.689,1275.342,3.01,0.425,0.00029,43.375262,4.4027,27.7928,0.2058,0
3,0.05,1355.959,1271.038,2.854,0.491,0.000078,22.75366,4.1826,30.6854,0.1468,0
4,0.13,1457.231,1328.211,2.904,0.258,0.006485,178.611849,2.3689,9.6724,0.419,0
4,0.117,1440.683,1323.896,3.451,0.287,0.004984,163.762434,2.2898,10.0452,0.3993,0
4,0.068,1402.05,1284.459,3.18,0.501,0.000122,31.706629,3.5453,23.9706,0.1743,0
4,0.061,1388.524,1282.797,2.91,0.522,0.000108,28.260585,3.8284,23.891,0.1708,0
4,0.072,1410.143,1288.362,2.867,0.549,0.000118,30.887976,4.0253,25.1458,0.1795,0
3,0.067,1407.29,1285.119,2.884,0.567,0.000098,24.886996,4.0899,27.5538,0.1593,0
4,0.101,1416.95,1294.978,2.795,0.376,0.001126,77.008567,3.4838,21.7357,0.2723,0
4,0.14,1490.336,1349.831,3.024,0.266,0.006028,194.748894,2.3143,9.3262,0.4362,0
3,0.072,1377.917,1284.224,2.94,0.446,0.000362,54.823751,3.0044,20.7366,0.2273,0
4,0.106,1425.145,1308.18,2.961,0.343,0.00309,116.471121,2.896,14.7316,0.3305,0
3,0.079,1385.756,1293.073,2.91,0.411,0.00113,77.170787,3.3465,20.4237,0.2682,0
5,0.081,1407.203,1305.863,3.252,0.406,0.000262,77.511192,3.16,17.7399,0.2758,0
4,0.076,1404.89,1281.74,2.788,0.509,0.000088,29.859156,4.154,26.6238,0.1717,0
6,0.054,1382.831,1281.596,3.117,0.538,0.000068,22.695625,3.7867,24.8952,0.1559,0
3,0.083,1449.033,1296.702,3.098,0.547,0.000078,29.671949,3.8182,23.5767,0.1734,0
3,0.071,1417.576,1290.658,2.713,0.516,0.000144,30.294302,3.9371,23.7745,0.1764,0
4,0.056,1370.858,1277.604,3.187,0.544,0.000048,28.197155,3.6202,23.0613,0.1678,0
3,0.129,1478.399,1338.383,3.068,0.31,0.005178,154.773687,2.5726,11.6782,0.3883,0
4,0.133,1475.888,1348.456,2.927,0.272,0.008991,197.924949,2.2627,9.0428,0.4417,0
3,0.123,1454.211,1331.126,3.13,0.3,0.007154,167.946106,2.3405,10.8213,0.4046,0
4,0.113,1434.075,1317.827,3.327,0.387,0.002201,134.337019,2.5117,12.3436,0.3706,0
4,0.095,1436.133,1297.22,3.508,0.543,0.000425,43.07707,2.3432,20.3207,0.2173,0
7,0.163,1451.017,1317.634,4.421,0.259,0.011052,283.150454,-1.1387,7.7553,0.4983,0
7,0.185,1472.421,1338.974,3.617,0.24,0.016676,320.001713,1.0721,8.0663,0.5407,0
6,0.091,1405.794,1299.804,3.976,0.418,0.000683,95.568671,1.9387,14.0197,0.2973,0
5,0.073,1401.321,1300.291,3.498,0.426,0.000681,61.067749,1.1608,13.4059,0.2512,0
3,0.076,1375.992,1287.122,3.127,0.418,0.0012,66.948428,3.4817,23.4976,0.2525,0
4,0.149,1508.593,1357.459,2.961,0.295,0.00823,202.332723,2.2556,9.0799,0.4462,0
4,0.116,1460.149,1338.566,3.401,0.32,0.005136,155.648429,2.286,10.0591,0.3948,0
3,0.142,1490.492,1343.751,3.259,0.28,0.005803,190.618726,2.3192,9.6804,0.4237,0
4,0.135,1494.401,1354.401,2.79,0.262,0.007261,185.703515,2.3586,9.4513,0.4233,0
3,0.123,1473.844,1342.053,3.22,0.338,0.006786,157.900934,2.3901,10.6389,0.3925,0
4,0.143,1502.811,1352.587,3.079,0.258,0.006664,187.312862,2.302,9.1288,0.4304,0
4,0.141,1497.847,1346.295,2.967,0.301,0.005512,176.291775,2.3303,9.3798,0.4132,0
3,0.118,1438.396,1322.694,3.108,0.334,0.00585,152.608064,2.4972,11.3877,0.3882,0
3,0.142,1503.132,1361.07,2.927,0.315,0.00882,203.118391,2.2121,8.7573,0.4473,0
4,0.128,1476.477,1348.136,3.187,0.343,0.005222,189.297175,2.3552,9.4383,0.4269,0
3,0.14,1490.366,1341.749,3.175,0.349,0.006077,161.427508,2.5041,11.2727,0.4014,0
4,0.146,1505.221,1356.732,2.816,0.316,0.008836,196.682312,2.3277,9.3038,0.4404,0
4,0.132,1495.89,1356.267,3.136,0.309,0.004546,178.093534,2.2518,9.1758,0.4151,0
4,0.177,1484.546,1339.644,3.222,0.269,0.015729,264.285932,0.6659,9.2383,0.5111,0
3,0.134,1482.928,1340.178,2.981,0.361,0.006358,158.707707,2.5077,11.3021,0.3968,0
4,0.143,1498.379,1349.42,2.858,0.3,0.007414,184.349874,2.296,9.1895,0.4286,0
5,0.175,1480.18,1334.015,3.513,0.269,0.019511,255.561742,0.6239,8.5784,0.5018,0
4,0.143,1488.226,1341.041,2.755,0.27,0.006624,189.992668,2.3669,9.7616,0.4242,0
4,0.18,1527.94,1373.161,3.365,0.254,0.010455,270.938843,0.7815,6.7115,0.5332,0
3,0.105,1431.957,1311.991,2.922,0.329,0.002843,121.78158,2.886,15.172,0.3254,0
4,0.168,1468.199,1325.778,2.845,0.246,0.007012,260.395675,0.7226,9.4121,0.5105,0
4,0.146,1494.968,1362.558,3.348,0.265,0.007061,212.036573,2.1202,7.9576,0.4458,0
4,0.129,1486.98,1353.347,2.83,0.326,0.006795,178.923649,2.3671,9.5044,0.4188,0
5,0.183,1496.042,1349.777,3.379,0.257,0.01541,296.042694,0.6745,7.1771,0.5532,0
4,0.186,1465.017,1317.159,3.188,0.224,0.019893,267.656322,0.5724,9.9518,0.4963,0
4,0.138,1488.225,1344.677,3.035,0.384,0.005555,164.581204,2.3257,10.3426,0.4087,0
3,0.144,1489.6,1343.998,3.243,0.345,0.005838,193.896776,2.3908,10.0548,0.4316,0
4,0.132,1471.433,1341.342,2.904,0.299,0.008287,191.143214,2.3034,9.2831,0.4323,0
3,0.134,1504.664,1347.085,3.193,0.371,0.005161,142.773054,2.4977,11.3873,0.3741,0
4,0.14,1507.88,1358.51,3.168,0.332,0.006267,185.574956,2.2301,8.9291,0.4265,0
4,0.132,1486.973,1339.855,3.136,0.343,0.005136,153.524743,2.2725,9.8315,0.3871,0
5,0.08,1421.625,1307.003,3.978,0.453,0.000677,65.879258,0.4669,12.1651,0.256,0
7,0.157,1448.582,1316.086,4.014,0.264,0.005243,246.802058,-1.4488,10.4141,0.4692,0
4,0.101,1435.28,1318.753,3.891,0.466,0.000377,91.16125,2.1551,11.3206,0.3032,0
12,0.224,1610.471,1406.105,4.455,0.356,0.078425,423.963693,-0.3802,4.3165,0.6015,1
21,0.145,1637.683,1395.758,4.661,0.622,0.010559,146.092784,0.0358,2.8411,0.3553,1
18,0.133,1604.669,1376.501,4.595,0.634,0.005332,115.008229,-0.0017,2.9544,0.3188,1
26,0.136,1564.869,1356.4,4.375,0.641,0.00649,131.194036,0.264,3.6532,0.3461,1
28,0.158,1762.391,1477.742,4.494,0.588,0.013062,160.117161,0.1652,2.5529,0.3698,1
20,0.246,1829.369,1521.385,4.629,0.564,0.089324,398.493184,0.0514,2.1797,0.5795,1
22,0.238,1863.801,1544.564,4.787,0.506,0.067581,358.028682,-0.0294,2.0365,0.5474,1
18,0.239,1839.092,1541.731,4.739,0.52,0.079778,383.849056,0.132,2.3753,0.564,1
17,0.16,1615.35,1385.017,4.645,0.568,0.014602,175.907452,-0.0271,3.8008,0.3827,1
18,0.203,1789.299,1504.887,4.819,0.564,0.044572,295.98516,-0.0921,2.312,0.4949,1
20,0.204,1770.702,1481.781,4.688,0.514,0.040284,283.277845,0.0121,2.356,0.4827,1
19,0.167,1850.364,1548.548,4.562,0.549,0.017787,187.039811,0.1686,2.3363,0.3939,1
13,0.192,1647.716,1407.702,4.765,0.514,0.035419,264.548049,-0.1975,2.8517,0.4665,1
13,0.205,1796.326,1521.723,4.542,0.504,0.041216,308.572058,0.1082,2.6964,0.5041,1
11,0.227,1766.083,1477.837,4.836,0.518,0.072073,365.680087,-0.1143,2.3146,0.5456,1
19,0.154,1694.936,1422.369,4.671,0.5,0.011001,158.811085,-0.1378,2.3571,0.3621,1
11,0.183,1811.226,1517.391,4.656,0.526,0.021619,227.773401,0.0183,2.3691,0.4369,1
17,0.206,1900.563,1568.637,4.892,0.483,0.037136,268.921272,-0.0635,1.8589,0.4688,1
16,0.212,1809.188,1511.843,4.747,0.479,0.043723,301.620155,0.0953,2.2194,0.4989,1
13,0.27,1923.973,1599.743,4.692,0.436,0.113188,463.144437,0.0349,1.857,0.6166,1
11,0.289,1735.177,1466.994,4.783,0.461,0.144642,610.351271,-0.2438,2.4987,0.7076,1
12,0.288,1739.848,1476.049,4.39,0.474,0.198441,634.403029,0.087,2.6691,0.7176,1
13,0.269,1692.947,1432.56,5.066,0.493,0.101839,532.787381,-0.4824,2.3807,0.6615,1
19,0.328,1941.033,1610.235,4.968,0.348,0.182144,675.475363,-0.2279,1.8502,0.7474,1
13,0.386,1817.873,1524.964,4.076,0.225,0.41021,1071.13755,0.1713,2.2701,0.9398,1
16,0.423,1862.034,1555.233,3.8,0.159,0.631585,1248.617716,0.2614,2.1988,1.0116,1
7,0.346,1744.814,1488.874,4.002,0.098,0.335315,913.033046,0.3124,3.1098,0.8665,0
17,0.03,1668.629,1414.979,2.92,0.672,0.000001,2.083553,0.3556,2.9715,0.0439,0
0,0.037,1823.352,1506.489,2.867,0.727,0.000001,1.439264,0.1566,2.5662,0.0368,0
8,0.049,1929.713,1586.587,2.642,0.765,0,1.12831,0.1758,2.7657,0.0336,0
5,0.078,1944.942,1613.995,2.93,0.689,0.000001,1.822324,0.1024,2.838,0.0414,0
5,0.037,1710.046,1432.308,3,0.694,0.000002,2.569266,0.343,2.5957,0.0481,0
24,0.033,1789.268,1483.423,3.019,0.669,0.000002,2.65607,0.3285,2.4333,0.0488,0
32,0.022,1614.678,1385.243,2.846,0.765,0,1.218807,0.1058,2.6282,0.0342,0
0,0.037,1735.514,1429.932,2.976,0.729,0,1.250436,-0.136,3.4084,0.035,0
36,0.041,1751.582,1452.138,3.05,0.705,0.000003,2.882228,-0.0259,3.1603,0.0527,0
2,0.065,1919.301,1567.723,2.917,0.656,0.000002,2.422714,0.6283,2.8829,0.0468,0
3,0.047,1910.774,1572.221,2.931,0.686,0.000002,2.186555,0.4296,2.7271,0.0445,0
25,0.037,1762.679,1479.406,2.955,0.686,0.000001,2.052263,0.3483,2.7685,0.043,0
22,0.044,1812.837,1493.975,3.111,0.674,0.000002,2.455116,0.2437,2.5319,0.0467,0
17,0.033,1792.845,1497.293,3.037,0.643,0.000002,1.99419,0.4415,2.7003,0.0425,0
10,0.033,1780.714,1478.295,3.167,0.677,0.000002,2.316412,0.1671,2.4456,0.0457,0
2,0.084,1360.532,1280.013,3.62,0.253,0.001915,86.364438,-3.5561,30.5826,0.2766,0
0,0.06,1869.249,1524.161,3.112,0.706,0.000001,2.163652,0.0143,3.7191,0.0444,0
2,0.084,1377.044,1280.697,2.837,0.256,0.00055,56.564979,5.6302,39.0685,0.2264,0
2,0.069,1331.928,1272.309,2.984,0.237,0.001118,73.515847,6.0655,45.2562,0.2601,0
7,0.094,1412.555,1301.463,3.078,0.26,0.001632,87.607506,3.6512,18.3562,0.2897,0
11,0.081,1428.155,1285.278,2.79,0.358,0.000059,22.125661,2.6178,13.4572,0.1836,0
6,0.08,1390.943,1284.36,2.268,0.311,0.000317,47.592906,3.9557,22.8079,0.23,0
5,0.096,1414.094,1292.828,2.552,0.267,0.00024,66.483984,3.8841,20.9431,0.2621,0
4,0.087,1389.649,1283.46,2.825,0.294,0.00067,58.957669,3.9672,23.2995,0.2463,0
9,0.097,1433.93,1292.48,2.983,0.267,0.000265,42.376587,2.5993,12.9073,0.2166,0
5,0.123,1413.693,1281.706,2.855,0.228,0.000382,63.580226,3.4943,19.9329,0.2608,0
7,0.138,1457.022,1329.515,3.325,0.169,0.012907,224.211941,0.8589,9.5492,0.4472,1
10,0.31,1647.512,1410.129,4.729,0.221,0.114047,615.197776,-0.1931,3.5576,0.7486,1
9,0.275,1655.544,1428.121,4.473,0.324,0.103361,572.702891,-0.1053,3.6468,0.706,1
7,0.183,1622.223,1398.524,3.839,0.182,0.023722,258.312569,0.4332,4.1107,0.4667,0
12,0.118,1661.637,1416.94,3.05,0.21,0.002308,88.920684,1.2149,4.1788,0.2857,0
16,0.091,1607.076,1391.098,2.968,0.269,0.000905,59.370427,1.2684,4.753,0.2343,0
14,0.123,1674.694,1421.149,3.385,0.256,0.002284,93.542433,1.1421,4.2613,0.2899,0
8,0.139,1694.12,1442.091,3.479,0.238,0.005025,124.800831,0.9306,4.4812,0.3287,0
11,0.282,1676.475,1454.37,4.419,0.225,0.131466,657.512939,-0.2779,3.6722,0.7612,1
11,0.317,1690.679,1448.053,4.43,0.254,0.13049,712.521326,0.3237,3.7218,0.7836,0
8,0.167,1537.632,1345.947,4.136,0.217,0.010453,221.520794,-0.1382,5.2062,0.4299,0
18,0.118,1723.9,1458.708,3.91,0.287,0.003109,90.839351,0.0311,2.8416,0.2832,0
17,0.114,1615.942,1382.822,4.18,0.329,0.002806,91.427215,-0.0187,3.1135,0.2802,0
9,0.129,1590.792,1362.172,4.422,0.319,0.001622,88.742741,0.2805,4.0834,0.2812,0
7,0.145,1443.408,1307.53,3.82,0.273,0.00836,189.266738,0.4022,9.2318,0.4116,0
6,0.143,1430.436,1297.073,4.08,0.289,0.00919,180.367782,-0.4815,9.0751,0.3961,0
8,0.128,1583.921,1361.29,4.346,0.308,0.002241,98.162453,-0.147,3.0816,0.2923,0
11,0.112,1463.619,1317.688,4.103,0.31,0.001155,108.07618,0.422,6.9267,0.3241,0
12,0.141,1438.814,1302.148,4.596,0.348,0.005774,183.286973,-0.7657,7.8147,0.4067,0
9,0.118,1554.163,1352.213,4.118,0.353,0.00096,85.764415,0.1552,5.6035,0.2805,0
8,0.129,1463.219,1315.18,3.895,0.289,0.005125,142.466207,-0.092,8.4629,0.3581,0
13,0.109,1539.993,1328.517,3.754,0.343,0.000373,54.402946,0.4231,5.0789,0.2255,0
11,0.131,1507.872,1344.192,3.726,0.353,0.003063,144.164976,1.095,7.8176,0.3673,0
10,0.084,1507.462,1327.797,3.999,0.406,0.000551,52.781981,-0.1519,4.3007,0.2208,0
13,0.079,1413.78,1287.911,3.553,0.391,0.000189,45.757765,0.9913,10.6014,0.2117,0
7,0.115,1481.448,1314.752,3.747,0.353,0.000853,68.332594,1.6652,12.2588,0.2518,0
15,0.069,1386.229,1277.473,3.704,0.44,0.000182,36.575904,1.5339,11.4479,0.1872,0
14,0.077,1595.551,1380.645,3.609,0.47,0.000117,31.840747,0.3059,4.513,0.1775,0
14,0.066,1494.362,1322.88,3.583,0.458,0.000122,29.337394,0.6076,5.3723,0.1672,0
7,0.147,1430.65,1301.977,4.261,0.261,0.010072,214.971935,-0.7423,9.6673,0.4297,0
11,0.09,1594.6,1369.217,3.332,0.419,0.00018,38.342617,0.8931,6.3563,0.1935,0
10,0.081,1554.413,1340.263,3.535,0.449,0.000087,25.290681,0.8052,7.0195,0.1602,0
10,0.093,1452.183,1309.605,3.742,0.32,0.000654,60.740465,1.4999,13.7368,0.2415,0
9,0.071,1506.697,1330.531,3.36,0.421,0.000082,28.401277,0.8973,8.5015,0.1698,0
14,0.067,1508.536,1326.002,3.829,0.419,0.000101,27.949499,0.4913,5.2917,0.1642,0
11,0.065,1537.539,1347.925,3.283,0.452,0.000102,25.664193,0.3532,6.3189,0.159,0
14,0.086,1527.246,1341.38,4.164,0.365,0.000911,55.356218,-0.2659,4.5073,0.2224,0
8,0.115,1578.461,1366.034,3.89,0.306,0.00164,79.033767,-0.4705,3.8779,0.2646,0
8,0.099,1567.906,1363.308,4.375,0.333,0.001522,79.224263,-0.3165,3.7053,0.2627,0
9,0.102,1540.246,1346.391,4.186,0.305,0.001721,70.731099,-0.5958,3.94,0.2494,0
17,0.095,1568.6,1365.136,4.317,0.288,0.001037,70.073231,-0.6327,3.7319,0.2488,0
11,0.088,1552.435,1359.607,4.01,0.281,0.001291,60.609861,-0.5154,4.2389,0.2329,0
10,0.097,1467.232,1309.186,4.076,0.402,0.001237,68.292805,0.1208,6.9469,0.2479,0
15,0.082,1551.247,1345.282,3.414,0.434,0.000166,33.219083,0.2436,5.7198,0.1813,0
10,0.094,1481.923,1313.024,3.818,0.348,0.000847,56.324705,-0.1776,7.1798,0.2249,0
15,0.076,1427.968,1287.299,3.491,0.414,0.00011,30.146527,1.3625,11.524,0.1754,0
13,0.065,1557.123,1354.923,3.346,0.404,0.000074,24.027765,0.178,5.5884,0.1512,0
15,0.069,1572.36,1361.222,3.462,0.435,0.000078,24.882283,0.2748,4.9617,0.1548,0
7,0.083,1410.786,1294.007,3.646,0.311,0.000746,62.674818,2.1043,14.7409,0.2437,0
13,0.066,1513.7,1325.502,3.543,0.431,0.000085,24.538861,0.4815,4.9848,0.1564,0
9,0.072,1402.077,1279.311,3.534,0.461,0.000081,30.29016,1.9401,13.4097,0.1767,0
5,0.271,1567.881,1389.289,4.133,0.123,0.161822,739.156367,1.3153,5.4645,0.7962,0
5,0.295,1596.647,1404.418,4.174,0.113,0.134522,817.429927,1.3215,4.9465,0.8389,0
5,0.287,1604.765,1403.735,3.876,0.117,0.115591,736.736549,1.3253,5.2581,0.786,0
6,0.26,1566.914,1385.616,4.308,0.105,0.129099,661.878334,1.2724,5.2823,0.7556,0
5,0.318,1642.461,1430.113,4.071,0.109,0.165948,892.187906,1.3423,4.8702,0.8589,0
6,0.315,1618.255,1414.593,4.155,0.1,0.232286,920.077893,1.336,4.8238,0.875,0
5,0.273,1569.945,1390.399,4.179,0.115,0.109096,719.7056,1.3479,5.6518,0.7961,0
