TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
13,0.275,1448.763,1322.457,4.327,0.039,0.0093,227.2719,-1.2469,8.6413,0.455,0
13,0.447,1550.881,1358.12,4.756,0.051,0.0027,163.5087,-0.2789,5.095,0.445,0
34,0.497,1645.705,1394.085,4.494,0.043,0.0123,234.5018,-1.04,7.6945,0.4651,0
11,0.284,1446.217,1313.045,4.524,0.035,0.0036,191.3047,-1.3536,9.4223,0.4278,0
10,0.22,1414.129,1301.677,4.231,0.028,0.002,140.0242,-0.2452,8.4972,0.3681,0
13,0.362,1504.532,1342.459,5.519,0.045,0.0156,281.7467,-1.4089,7.2807,0.5106,0
15,0.489,1548.724,1352.624,4.716,0.05,0.0148,329.8007,-0.8907,4.6167,0.5829,0
16,0.437,1497.842,1345.014,5.37,0.036,0.045,430.4481,-0.742,5.7332,0.6492,0
14,0.383,1444.5,1298.354,4.629,0.051,0.0057,197.6861,-1.3512,8.349,0.4579,0
14,0.258,1447.567,1315.37,4.697,0.037,0.004,170.884,-1.4801,9.131,0.3973,0
9,0.571,1494.232,1353.05,4.86,0.032,0.135,623.2783,-1.2071,5.9312,0.8256,0
57,0.52,1561.917,1351.963,5.013,0.185,0.0119,277.8041,-0.2699,4.0936,0.5707,0
14,0.46,1433.73,1299.628,4.696,0.088,0.0072,259.8104,-0.622,6.6205,0.5558,0
13,0.593,1567.094,1386.231,4.848,0.051,0.0508,406.9208,-0.6311,3.71,0.7231,0
12,0.853,1557.982,1377.427,4.351,0.031,0.3905,1032.2431,-1.4702,6.1089,1.0109,0
16,0.305,1502.427,1334.567,4.483,0.04,0.0038,174.2376,-1.0299,7.2303,0.4285,0
16,0.243,1428.249,1307.635,4.415,0.036,0.0036,150.3645,-1.2548,9.6185,0.3921,0
12,0.22,1420.353,1306.832,4.099,0.031,0.0024,147.6083,-1.0108,9.7791,0.3712,0
12,0.207,1403.599,1295.486,4.518,0.026,0.0019,116.3371,-0.4742,10.9152,0.34,0
12,0.202,1409.663,1301.971,4.243,0.028,0.0017,121.0875,-0.9574,10.6877,0.3453,0
11,0.317,1461.136,1329.055,4.622,0.039,0.0184,293.8954,-1.3302,7.9348,0.5187,0
14,0.281,1454.066,1328.177,4.501,0.038,0.0102,245.1528,-1.3344,8.6676,0.4713,0
12,0.32,1482.037,1338.193,4.686,0.037,0.016,266.8459,-1.1439,7.5957,0.4983,0
15,0.307,1463.017,1331.548,4.325,0.041,0.0137,283.0919,-1.3586,8.0872,0.5065,0
14,0.213,1425.446,1310.713,3.897,0.037,0.0027,133.7874,-0.7017,8.98,0.3641,0
12,0.294,1456.906,1331.723,4.212,0.034,0.0154,274.7886,-1.3759,8.4699,0.5014,0
11,0.227,1404.624,1298.625,4.224,0.029,0.0022,156.1298,-1.1835,11.3578,0.3843,0
11,0.283,1442.533,1319.644,4.153,0.035,0.0069,244.6329,-1.1465,8.8738,0.4718,0
17,0.302,1438.225,1308.578,4.822,0.046,0.0107,227.7304,-1.5826,9.7021,0.4595,0
40,0.298,1489.738,1324.194,4.638,0.112,0.0016,131.7207,-0.5255,6.7046,0.3879,0
22,0.311,1450.991,1318.371,4.921,0.063,0.0075,234.5486,-1.5079,8.9888,0.4768,0
11,0.211,1409.478,1300.011,4.096,0.032,0.0024,130.4745,-0.7725,9.9869,0.3552,0
8,0.49,1432.15,1306.379,5.061,0.043,0.0284,410.1787,-1.577,7.9504,0.6654,0
24,0.391,1608.922,1397.933,4.71,0.053,0.0042,205.7268,-0.6144,4.4935,0.477,0
14,0.238,1434.827,1310.757,4.19,0.036,0.0028,154.197,-0.5091,8.1524,0.3858,0
10,0.661,1587.096,1426.445,4.003,0.041,0.0622,491.199,-0.4171,3.863,0.8269,0
6,0.556,1469.016,1327.654,5.308,0.046,0.0178,282.8678,-1.1164,6.2123,0.6086,0
15,0.269,1476.35,1331.066,4.334,0.041,0.0031,158.7866,-0.4058,7.7393,0.3975,0
15,0.258,1457.007,1321.632,4.278,0.04,0.0035,172.4544,-0.9075,7.6656,0.4069,0
14,0.249,1457.331,1324.279,4.422,0.04,0.0034,165.4692,-0.7059,7.8956,0.398,0
14,0.235,1448.83,1322.165,4.059,0.035,0.0037,155.4527,-0.3166,8.0621,0.3895,0
14,0.242,1463.759,1330.055,4.371,0.037,0.0034,156.3215,-0.2701,7.8487,0.3908,0
13,0.241,1421.19,1305.215,4.55,0.037,0.0031,166.0115,-0.8553,8.9638,0.4014,0
10,0.209,1396.928,1294.68,4.079,0.027,0.003,133.4322,-0.126,10.372,0.3626,0
14,0.221,1417.341,1305.704,4.358,0.028,0.003,138.1975,-0.2682,10.2551,0.3738,0
10,0.248,1423.743,1309.158,4.692,0.03,0.0029,164.0044,-1.2852,10.6197,0.4164,0
10,0.255,1445.148,1324.297,4.25,0.03,0.0034,224.8191,-0.7937,9.0353,0.4346,0
10,0.218,1419.788,1304.739,4.521,0.029,0.0019,131.409,0.0462,9.6099,0.3628,0
9,0.277,1416.652,1303.075,4.644,0.035,0.0091,232.6453,-1.4709,10.3814,0.4598,0
11,0.301,1458.31,1329.675,4.656,0.039,0.0138,276.613,-1.374,8.4835,0.5011,0
14,0.239,1468.395,1331.617,4.255,0.038,0.0023,138.7403,0.1052,8.095,0.3737,0
11,0.296,1430.236,1306.098,4.66,0.042,0.0088,237.7637,-1.1378,8.6083,0.4696,0
14,0.352,1513.189,1359.139,4.735,0.039,0.0285,335.7399,-1.4633,7.0837,0.5442,0
19,0.605,1577.468,1362.834,5.049,0.059,0.0389,382.6464,0.1996,4.9746,0.6052,0
27,0.377,1543.565,1340.998,4.682,0.056,0.0027,169.2702,-0.5577,6.3667,0.4008,0
9,0.308,1426.627,1307.12,4.564,0.041,0.012,282.3024,-1.3452,8.39,0.5064,0
14,0.343,1452.672,1322.718,4.89,0.038,0.0152,345.4973,-1.6596,8.446,0.5575,0
9,0.401,1498.768,1346.406,4.337,0.036,0.0402,447.8744,-0.9578,6.634,0.6212,0
11,0.3,1422.33,1306.609,4.602,0.038,0.0138,281.0297,-1.2741,8.8182,0.5071,0
12,0.279,1410.879,1302.262,4.702,0.038,0.0051,229.3634,-1.7092,10.6988,0.4798,0
10,0.256,1435.087,1316.61,4.209,0.03,0.0035,227.1379,-0.6005,8.7716,0.4358,0
9,0.205,1397.194,1299.396,4.005,0.023,0.0029,135.1004,0.3281,12.267,0.3682,0
14,0.258,1469.629,1336.807,4.275,0.038,0.0044,181.529,-0.052,7.9332,0.4226,0
11,0.171,1393.679,1299.495,3.625,0.019,0.0014,93.4667,1.319,13.5791,0.3091,0
7,0.189,1383.072,1291.752,3.629,0.026,0.002,120.1722,-0.0571,12.4557,0.3467,0
10,0.29,1442.026,1324.905,4.34,0.033,0.0175,275.842,-1.3079,9.3722,0.5068,0
9,0.677,1548.667,1383.677,4.445,0.038,0.1976,735.2697,-0.1649,3.9071,0.9206,0
12,0.441,1576.388,1381.845,4.501,0.037,0.0123,285.3072,-1.2477,7.1764,0.5339,0
13,0.373,1492.811,1345.458,4.837,0.041,0.0264,383.2571,-1.5139,7.2495,0.5829,0
11,0.277,1416.834,1302.885,4.628,0.038,0.0037,232.5344,-1.6047,10.0246,0.4637,0
12,0.255,1451.757,1322.272,4.249,0.033,0.0033,178.3424,-0.434,7.4178,0.415,0
10,0.294,1427.355,1307.217,4.803,0.038,0.012,250.3875,-1.3562,9.235,0.4799,0
14,0.43,1524.722,1362.647,4.653,0.044,0.0531,483.0685,-1.3856,6.3922,0.6507,0
11,0.479,1524.171,1360.359,5.194,0.038,0.1157,596.7551,-1.0644,6.3431,0.7185,0
14,0.797,1774.289,1511.941,4.468,0.049,0.6597,1249.818,-0.4495,2.7057,1.0243,0
14,1.233,2167.924,1814.468,2.855,0.04,3.1341,2334.2729,-0.2055,1.6451,1.3807,1
14,1.261,2161.793,1796.458,2.679,0.04,3.2419,2390.7436,-0.1727,1.5862,1.4021,1
14,1.159,2152.671,1796.651,2.975,0.041,2.3726,2062.1749,-0.1202,1.6177,1.299,1
15,1.081,2077.7,1711.934,3.19,0.043,1.8137,1778.7717,-0.2179,1.6076,1.208,1
13,0.924,2144.3,1790.07,3.598,0.044,0.9302,1306.7853,-0.1004,1.6558,1.0342,1
0,2.762,1313.108,1300.081,3.006,0.004,4070.2645,124170.0788,-5.516,35.5931,11.1642,1
15,0.564,1821.26,1513.122,4.458,0.044,0.1216,501.4481,0.1906,1.8487,0.6425,1
14,0.345,1643.259,1400.745,4.239,0.051,0.0145,215.0665,0.3559,2.702,0.4215,1
18,0.31,1692.614,1425.13,4.602,0.05,0.0131,164.9882,0.1307,2.3663,0.3717,1
16,0.289,1635.06,1386.611,4.322,0.048,0.0093,147.489,0.4878,2.6813,0.35,1
22,0.208,1776.504,1478.29,4.74,0.045,0.0013,67.4127,-0.4349,2.6924,0.2386,1
14,0.331,1697.236,1433.35,4.826,0.039,0.0143,179.3362,-0.0598,2.7189,0.3865,1
26,0.273,1821.53,1532.225,4.315,0.099,0.0033,99.4016,0.0904,2.2552,0.2929,1
0,15.221,1641.219,1630.168,3.286,0.005,4023.1484,180958.7986,0.4184,5.0109,16.7308,1
11,1.437,1780.193,1499.546,3.709,0.002,34.7481,13361.1831,3.2539,14.5505,5.5623,1
0,4.882,1365.758,1348.574,3.678,0.005,20167.8596,234727.8245,-3.2428,14.7758,15.3146,1
4,0.793,1491.151,1346.558,4.532,0.007,1.1304,2913.8191,0.9424,9.0362,1.0799,1
9,0.366,1755.024,1484.147,4.525,0.026,0.0091,139.372,0.1845,2.8335,0.3434,1
0,15.252,1641.729,1630.246,3.69,0.006,42298.2181,382960.3222,0.7071,5.4914,18.9518,1
6,0.618,1561.558,1338.598,4.141,0,9.3399,21821.7752,3.2501,13.7922,5.91,1
6,0.359,1688.655,1448.265,4.673,0.022,0.0115,161.5283,-0.0021,2.458,0.3705,1
12,0.307,1743.907,1483.926,4.376,0.022,0.0088,161.9722,0.1353,2.8676,0.3667,1
7,0.296,1727.346,1471.199,5.076,0.02,0.0203,234.3661,-0.0721,2.1455,0.3878,1
0,14.167,1611.511,1597.584,1.35,0.011,159344.8514,612458.3259,-0.3021,3.3777,23.7545,1
0,9.699,1477.863,1440.688,3.011,0.012,45924.1231,415520.8389,-2.0882,7.4065,20.0967,1
12,0.382,1505.458,1337.613,2.649,0.019,0.0148,330.3169,1.3192,6.2569,0.5613,0
13,0.376,1468.7,1330.459,2.777,0.021,0.0167,286.8738,2.0387,7.1772,0.5128,0
12,0.323,1452.493,1336.594,2.281,0.021,0.0158,284.935,2.2609,7.8723,0.51,0
12,0.333,1452.51,1322.417,2.595,0.021,0.0151,289.4294,2.103,7.2956,0.5138,0
12,0.34,1456.431,1338.912,2.382,0.021,0.0182,294.1519,2.2931,8.0689,0.5195,0
24,0.766,1557.165,1347.881,4.401,0.018,0.2358,907.8764,-0.7293,4.6678,0.9047,1
35,0.453,1519.034,1326.582,4.322,0.02,0.0222,222.6674,0.4024,4.9421,0.4559,1
30,0.632,1915.175,1594.384,4.391,0.023,0.0014,79.3787,0.0669,3.0619,0.2775,1
32,0.551,1675.702,1420.356,4.55,0.026,0.0023,111.4955,0.0327,2.7846,0.3376,1
39,0.313,1604.256,1373.928,4.612,0.019,0.0034,97.418,0.4037,3.3577,0.3309,1
54,0.341,1734.935,1461.455,4.52,0.02,0.0039,107.0594,-0.073,2.5772,0.3331,1
0,4.189,1352.775,1342.923,4.053,0.002,322.2509,166395.3842,-3.4463,16.5084,13.1734,1
0,3.016,1314.958,1295.2,4.192,0.002,4226.1631,171857.0207,-3.4889,23.8596,11.3633,1
0,2.811,1310.495,1291.942,2.102,0.002,4215.3056,118141.5627,-6.0923,42.5595,10.4828,1
0,2.449,1300.594,1281.528,2.586,0.002,2148.0847,87045.0942,-7.4804,61.3736,9.0682,1
10,1.267,1657.124,1458.999,2.867,0.006,1.0143,1972.6536,0.2268,4.2114,1.4619,1
0,5.655,1382.611,1360.667,2.466,0.002,7219.0619,213165.8043,-2.9301,12.9007,14.7558,1
0,9.37,1471.312,1437.07,1.971,0.006,25370.4044,343619.5566,-1.8421,6.8964,18.4668,1
0,17.498,1685.773,1653.462,0.887,0.011,64719.0003,474541.3328,-1.2256,3.3629,24.3527,1
6,1.286,1886.203,1579.355,3.229,0.008,0.4056,1772.031,0.983,3.8787,0.9509,1
7,0.956,1659.884,1442.327,2.656,0.007,0.7637,1414.8713,0.8487,4.1224,1.1773,1
0,12.814,1561.859,1528.016,3.07,0.005,25342.6626,395432.8326,-1.4314,4.7923,22.243,1
2,1.823,1909.983,1590.154,3.427,0.001,36.6177,27720.2804,1.8047,5.5806,2.563,1
6,1.818,1929.496,1653.856,1.69,0.009,2.0872,2661.6224,0.9865,2.7002,1.6284,1
16,0.596,1745.732,1475.6,4.147,0.012,0.019,319.0073,0.715,3.9354,0.5507,1
5,1.413,2122.368,1701.915,4.809,0.013,0.0074,157.8175,-0.4415,4.0276,0.3945,1
0,27.641,1960.241,1939.893,3.417,0.007,9803.5981,278367.1324,0.0755,11.7551,17.2025,0
0,37.807,2218.431,2186.322,3.152,0.005,2417.2849,80852.783,0.0381,7.3569,10.1405,0
0,1.789,2347.426,1939.232,3.44,0.003,0.0204,338.2764,0.7898,7.1899,0.3366,0
0,3.874,1340.249,1324.374,1.016,0.009,4534.971,186465.1873,-4.8692,26.1159,14.0553,0
2,0.567,1696.059,1473.672,4.231,0.004,0.0146,194.5726,0.85,4.2107,0.6091,0
0,4.233,1342.457,1316.408,2.039,0.003,8961.0929,180144.0107,-4.6666,25.9454,13.3008,0
8,1.216,1691.812,1462.273,4.927,0.008,1.5423,2672.3854,-1.354,3.3789,1.6074,0
8,1.45,1761.05,1481.428,4.456,0.007,2.9498,3070.6828,-1.4792,3.8746,1.6937,0
14,1.075,1634.299,1409.559,5.094,0.005,0.2601,1425.5569,-1.4655,5.0667,1.2965,1
13,0.827,1570.995,1368.941,5.147,0.008,0.3786,1069.6265,-1.1789,4.2133,0.9886,1
16,0.945,1646.53,1420.503,5.159,0.008,0.723,1488.7089,-1.2341,3.8184,1.23,1
14,0.796,1598.308,1395.518,5.285,0.008,0.2562,1048.547,-1.1037,3.5336,1.0202,1
12,0.796,1570.986,1392.998,5.356,0.008,0.2389,1172.0181,-1.4299,4.4718,1.0815,1
8,0.73,1550.173,1386.412,6.014,0.007,0.4115,1152.2035,-1.4945,4.5491,1.068,1
1,0.68,1470.926,1348.412,5.683,0.005,0.6754,1241.106,-1.9979,7.1567,1.0926,1
0,0.791,1511.689,1367.597,5.224,0.004,0.2586,1007.6376,-2.0379,7.6491,1.0454,1
5,0.893,1611.029,1436.187,5.715,0.007,0.875,1697.0176,-1.3975,3.8231,1.2827,1
6,0.853,1548.044,1382.683,5.986,0.007,0.7742,1464.5727,-1.7325,5.2346,1.2502,1
16,0.985,1642.312,1422.353,5.801,0.007,1.058,1683.9801,-1.5867,4.4086,1.2694,1
15,1.166,1607.994,1390.077,5.509,0.008,0.692,2064.7946,-1.5968,4.5831,1.4752,1
14,1.017,1627.181,1392.859,5.617,0.005,0.7129,1924.2451,-1.6783,5.4929,1.1813,1
0,32.907,2091.983,2062.671,1.288,0.012,178433.2024,918881.2098,-0.4844,2.0351,33.237,1
0,11.612,1521.171,1474.266,1.821,0.009,26107.1927,364159.3962,-2.0806,8.4274,21.5026,1
0,18.331,1700.446,1657.909,0.851,0.025,149701.1113,1015298.205,-1.4754,3.4402,32.149,1
0,11.593,1524.173,1482.276,0.582,0.018,84109.5377,675710.8304,-2.4548,7.3728,25.4998,1
0,19.155,1718.932,1671.981,0.728,0.009,310733.6598,1087104.568,-1.2291,3.5514,31.1468,1
0,16.237,1634.598,1576.582,0.964,0.013,165631.6174,787040.7846,-1.8332,4.8428,28.0169,1
13,1.366,1668.448,1421.276,4.85,0.006,1.3513,2003.9587,-1.138,3.6186,1.4852,1
14,0.903,1569.356,1366.445,4.925,0.004,0.4328,1090.313,-2.1058,8.6256,1.0459,1
0,10.689,1517.675,1499.994,3.882,0.006,5132.3374,165593.6886,-2.0955,15.052,14.3511,0
0,39.743,2272.228,2244.413,2.592,0.004,32206.4406,318694.2387,0.7144,7.0624,17.0395,0
0,1.76,2384.107,1986.763,4.19,0.003,0.0025,76.1369,-0.4988,4.4366,0.1869,0
0,4.966,1364.211,1341.806,2.107,0.004,14834.2701,248675.7585,-3.8958,18.4348,15.3012,0
0,3.129,1313.289,1286.99,2.291,0.003,1618.354,106407.9972,-6.7262,50.8923,10.2789,0
7,1.639,1802.742,1537.345,3.502,0.006,5.3875,4160.2863,-0.7514,2.3415,2.012,0
5,1.713,1803.136,1509.801,3.454,0.006,6.4745,4192.9009,-0.9571,2.7841,2.0099,0
4,1.831,1866.877,1579.316,3.696,0.005,6.6497,4910.3337,-0.6218,2.272,2.2058,0
5,1.738,1873.653,1558.565,2.925,0.006,6.7762,4103.6765,-1.014,2.7314,1.9782,0
5,1.547,1890.984,1589.21,3.462,0.006,3.6602,3304.6297,-0.6415,2.2354,1.8091,0
8,1.445,1909.384,1599.958,4.052,0.005,3.8065,3064.4017,-0.6668,2.5586,1.662,0
7,1.298,1892.816,1590.396,4.84,0.008,1.8625,2517.8223,-0.8245,2.6113,1.519,0
7,1.075,1883.619,1589.56,4.582,0.005,1.3855,1653.566,-0.6651,2.7161,1.26,0
6,1.068,1917.479,1601.219,3.619,0.004,0.7727,1561.9751,-0.6365,2.3717,1.2299,0
7,1.014,1872.73,1573.855,4.746,0.006,0.3858,1004.1207,-0.7602,2.8307,1.0038,0
10,0.84,1671.109,1401.241,4.647,0.007,0.1827,951.8432,-0.7194,2.8721,0.9579,1
13,0.942,1701.92,1428.315,4.762,0.008,0.4318,1104.8727,-0.4598,2.9493,1.0288,1
10,1.049,1772.698,1475.53,3.832,0.007,0.5568,1537.9353,-0.4727,2.4621,1.2089,1
13,0.954,1788.116,1504.127,4.114,0.006,0.6067,1255.083,-0.2453,2.694,1.0997,1
11,0.933,1824.16,1518.866,4.755,0.006,0.4427,1212.1567,-0.5626,2.7864,1.0491,1
8,0.958,1842.18,1550.888,3.821,0.006,0.5976,1255.14,-0.37,2.4552,1.1212,1
8,1.624,1762.347,1486.306,3.324,0.003,3.6723,3321.2466,0.0457,2.8593,1.8934,1
0,2.184,1291.561,1269.551,3.664,0.002,157.4479,51646.5416,-9.757,103.4214,7.1884,1
9,1.338,1886.113,1559.117,3.796,0.006,2.5399,2464.6348,-0.6919,2.4794,1.4936,1
10,1.146,1867.644,1541.899,3.902,0.007,1.0339,1731.8659,-0.4634,2.3025,1.2646,1
7,1.37,2212.284,1868.021,3.593,0.006,1.7114,2073.5067,-0.6747,2.1791,1.4369,1
7,1.235,1935.399,1587.064,4.051,0.007,1.1783,1967.6327,-0.5212,2.1396,1.3468,1
0,12.151,1555.654,1537.517,3.079,0.004,5416.2445,234060.2647,0.7578,6.4888,17.3239,1
0,48.101,2487.831,2454.913,0.988,0.007,147694.7503,1018828.103,0.6895,2.5431,33.935,1
0,39.177,2249.841,2211.235,1.003,0.015,341956.9912,1407842.766,-0.1841,1.6659,37.3569,1
0,33.545,2119.776,2106.132,1.65,0.005,10342.6862,221165.843,2.7945,15.9099,16.3342,1
0,11.749,1541.076,1517.25,2.644,0.007,28658.0274,373776.3881,-1.0893,6.2813,20.3647,1
0,40.655,2303.166,2285.221,0.902,0.009,108827.9373,689503.5146,1.4377,4.2638,27.3047,1
8,1.136,1966.091,1625.258,4.768,0.007,1.0877,1859.8743,-0.7071,2.4622,1.2935,1
11,0.915,1895.973,1561.209,4.999,0.007,0.3604,1103.9453,-0.521,2.3727,0.993,1
11,0.878,1814.573,1515.8,4.251,0.006,0.3862,1091.6055,-0.5776,2.778,1.0069,1
9,1.088,2018.302,1671.535,4.707,0.007,0.7605,1430.811,-0.6919,2.5448,1.1322,1
11,1.11,1939.546,1594.438,4.24,0.007,0.8199,1596.2489,-0.5517,2.1913,1.2165,1
10,0.992,1998.133,1666.697,4.754,0.007,0.6445,1165.5912,-0.7602,2.7207,1.0679,1
23,0.381,1895.852,1584.714,4.275,0.013,0.0024,98.7126,-0.2492,3.3272,0.301,1
25,0.4,1754.865,1467.854,4.786,0.01,0.0032,144.6918,-0.6012,3.6184,0.3646,1
5,1.23,1951.109,1620.048,3.403,0.005,1.9351,2016.2037,-0.1161,1.9232,1.3533,1
8,1.279,1624.304,1369.961,3.3,0.006,2.0064,2107.6063,-0.1492,2.5273,1.4388,1
8,1.082,1877.659,1559.278,3.579,0.006,0.9663,1416.7746,-0.0575,1.9867,1.2077,1
8,0.918,1541.843,1366.876,4.373,0.005,0.2534,1076.6734,-0.428,4.7817,1.0804,1
0,53.833,2650.814,2635.818,2.024,0.005,4006.4009,166325.8639,-2.0362,12.9528,14.8235,1
8,0.611,1437.053,1317.821,2.751,0.021,0.1894,1130.2044,-1.2926,8.8666,1.035,0
5,0.547,1408.685,1299.338,3.205,0.02,0.206,913.5688,-1.2764,10.4064,0.9164,0
8,0.572,1437.937,1315.457,2.961,0.025,0.2051,988.8489,-1.2487,8.0214,0.9554,0
8,0.553,1417.489,1309.046,2.888,0.019,0.1335,1009.3891,-1.4484,9.8147,0.9759,0
6,0.503,1408.157,1301.78,2.988,0.018,0.1185,824.8743,-1.2951,10.2333,0.873,0
8,0.602,1432.625,1311.974,2.838,0.024,0.2274,1038.3906,-1.457,9.1771,0.9923,0
0,0.577,1260.306,1253.561,3.803,0.013,2.6044,4785.949,-15.7607,289.6901,2.7215,0
5,0.478,1392.304,1294.67,3.494,0.018,0.0713,781.2414,-1.7298,12.2207,0.8468,0
4,0.319,1342.887,1275.405,4.504,0.015,0.0275,408.8303,-3.6679,28.8278,0.6195,0
6,0.375,1362.938,1285.559,4.187,0.016,0.0209,550.6979,-3.145,20.9823,0.7241,0
5,0.349,1352.126,1274.34,4.792,0.021,0.0118,413.4504,-2.9211,20.1486,0.6161,0
4,0.339,1352.875,1277.814,4.858,0.023,0.0285,464.847,-3.2162,19.6029,0.6454,0
0,0.7,1263.618,1256.985,4.663,0.008,34.198,13417.8011,-15.7112,273.0419,4.3579,0
4,0.139,2060.374,1739.649,4.483,0.031,0.0003,27.6446,-0.7225,2.7733,0.1502,0
7,0.453,1394.765,1292.694,4.68,0.029,0.0655,652.0454,-0.9235,10.363,0.7746,0
0,0.6,1261.372,1255.266,5.259,0.009,15.5547,8638.2059,-16.3042,296.5579,3.6326,0
6,0.324,1344.14,1278.982,5.014,0.015,0.0486,493.3547,-4.0714,27.8417,0.667,0
2,0.212,1315.67,1266.375,4.443,0.012,0.005,225.6484,-5.3362,49.9778,0.4518,0
12,0.149,1955.88,1636.528,4.567,0.035,0.0003,31.3856,-0.6977,2.9509,0.1608,0
1,0.188,1304.081,1262.221,4.477,0.014,0.004,189.8963,-7.3166,78.9978,0.4074,0
0,0.895,1270.153,1265.528,6.77,0.005,60.3433,24177.6367,-9.9908,107.1283,6.1645,0
0,0.592,1262.641,1258.628,5.47,0.004,26.8044,18321.6006,-15.1326,247.3181,4.8974,0
0,0.849,1268.738,1263.818,5.611,0.006,62.5044,26168.6822,-11.5302,143.2959,6.0957,0
0,0.424,1257.947,1253.507,5.438,0.005,3.7802,4527.7792,-16.8889,316.6293,2.6679,0
11,0.113,1929.283,1600.556,3.979,0.039,0.0001,14.9595,-0.8427,3.4789,0.112,0
2,0.2,1310.721,1265.204,4.826,0.012,0.0085,227.0026,-6.2708,59.7459,0.4439,0
0,1.096,1275.378,1270.677,5.714,0.005,206.173,38357.0685,-9.4993,96.7469,7.4501,0
0,1.229,1278.838,1274.119,4.538,0.005,436.5209,49347.3051,-9.0397,87.5662,8.1621,0
0,1.202,1277.718,1272.42,4.892,0.005,80.0587,43850.2693,-9.1886,91.0781,7.8038,0
0,0.671,1263.87,1258.656,5.441,0.005,73.2719,18995.8448,-14.9846,243.7026,4.9181,0
13,0.269,1578.432,1359.744,4.873,0.055,0.0013,87.6052,-1.0035,5.1868,0.3086,0
2,0.312,1343.253,1267.249,5.369,0.039,0.0078,224.4435,-4.149,35.0723,0.4731,0
8,0.286,1556.939,1346.381,5.349,0.046,0.0027,100.8875,-1.1112,5.0081,0.3384,0
8,0.3,1516.182,1326.605,5.12,0.059,0.0045,122.0353,-0.8998,4.9154,0.3609,0
7,0.242,1479.92,1313.28,5.156,0.038,0.0048,233.6448,0.0163,3.9941,0.408,0
0,1.106,1275.526,1270.683,5.065,0.005,199.0244,39217.098,-9.4332,96.3477,7.4033,0
0,0.747,1265.042,1258.702,4.88,0.006,50.6262,18782.6763,-14.7706,239.3437,4.9282,0
8,0.624,1481.393,1343.347,5.875,0.023,0.2712,1131.9145,-2.1894,8.4644,1.0049,0
5,0.444,1410.135,1297.433,5.306,0.025,0.0187,490.9752,-2.4297,13.1434,0.7003,0
4,0.221,1400.143,1279.415,4.685,0.024,0.0016,68.7827,-1.609,11.5697,0.2661,0
1,0.192,1301.927,1260.381,4.809,0.013,0.0025,145.4356,-8.171,95.7087,0.3836,0
0,0.679,1265.413,1262.067,4.98,0.004,18.6317,20796.527,-11.9638,154.7186,5.5686,0
0,0.491,1259.676,1255.205,6.551,0.005,11.672,8383.9737,-16.948,312.5331,3.5872,0
0,0.969,1272.008,1267.248,6.526,0.005,39.1284,28682.3004,-9.8842,105.3834,6.6132,0
0,1.224,1278.753,1274.108,5.117,0.005,397.7946,49290.3453,-9.0268,87.544,8.1243,0
2,0.292,1331.274,1267.156,4.702,0.012,0.0085,261.7019,-5.0275,42.8891,0.5174,0
0,0.275,1254.925,1251.75,5.383,0.004,0.3338,1452.3961,-17.2617,327.7401,1.508,0
0,0.44,1259.594,1256.895,4.67,0.003,24.311,12803.8431,-16.3127,287.224,4.303,0
0,0.768,1266.074,1260.399,5.273,0.008,18.6993,16073.0952,-12.0138,157.2102,5.0325,0
0,0.855,1268.818,1263.812,5.515,0.005,99.9758,25782.4025,-11.5656,144.0029,6.0938,0
0,1.095,1276.074,1272.385,5.262,0.005,100.2624,43093.7058,-9.2558,92.1316,7.7708,0
7,0.15,1458.776,1303.843,3.866,0.003,0.0147,723.398,2.2164,6.5786,0.4952,0
0,0.471,1260.794,1258.609,4.044,0.003,20.9062,18197.0498,-15.252,249.7429,4.8735,0
0,0.609,1262.201,1256.946,4.879,0.006,27.3552,13044.6674,-15.9348,278.4557,4.3324,0
0,0.78,1266.265,1260.406,6.016,0.008,31.0999,16210.1662,-11.9695,156.2359,5.0531,0
0,0.66,1264.407,1260.361,6.262,0.006,37.0725,16288.3759,-12.211,160.3053,5.0383,0
0,0.717,1265.992,1262.074,4.934,0.004,13.2547,20483.3882,-11.9364,154.4252,5.5692,0
8,0.115,1890.756,1583.038,3.914,0.052,0.0001,12.9185,-0.3479,2.9825,0.1013,0
15,0.105,1771.421,1478.57,3.714,0.05,0,10.9731,-0.2967,3.3341,0.0968,0
0,0.623,1263.134,1258.651,5.459,0.007,20.5949,11963.0024,-12.614,175.3937,4.42,0
3,0.46,1383.419,1289.111,5.512,0.015,0.0373,583.1971,-3.4568,20.7098,0.7537,0
0,0.62,1260.968,1253.564,6.26,0.015,3.6582,4501.5045,-15.773,289.7434,2.723,0
5,0.497,1463.822,1318.121,5.424,0.02,0.0194,501.9455,-0.4551,8.99,0.7111,0
4,0.443,1396.967,1292.22,5.73,0.017,0.0218,474.8072,-1.5537,14.9503,0.7121,0
1,0.22,1322.352,1264.323,4.362,0.016,0.003,131.1568,-4.3695,58.2964,0.3744,0
1,0.195,1315.959,1264.907,4.561,0.011,0.003,145.1597,-4.2828,53.8512,0.3851,0
2,0.274,1331.794,1271.864,4.579,0.011,0.0104,273.2631,-3.1079,34.4733,0.5475,0
