TCSC,MAV,STE,MEA,Shannon_ent,sample_ent,band_power,segment_energy,skewness,kurtosis,std_dev,rhythm
3,0.422,1392.351,1291.119,3.934,0.097,0.046892,533.365556,1.9259,13.0922,0.7065,0
5,0.551,1379.497,1290.452,5.17,0.068,0.170081,1103.537117,-1.0968,13.802,1.0227,0
4,0.444,1394.389,1292.212,3.425,0.068,0.048737,651.454179,2.0117,12.0802,0.7501,0
3,0.419,1378.696,1287.569,3.447,0.06,0.047176,594.165594,2.2088,14.3766,0.7448,0
3,0.421,1381.415,1290.109,3.512,0.063,0.068604,611.999217,2.43,15.3112,0.7521,0
4,0.462,1427.141,1308.265,4.176,0.088,0.057083,581.701996,1.951,11.1645,0.7425,0
4,0.45,1369.161,1283.162,4.598,0.078,0.069523,669.120594,-0.6131,17.5138,0.7997,0
5,0.442,1394.46,1291.468,4.159,0.099,0.050159,569.12475,2.3348,13.5524,0.731,0
5,0.232,1409.3,1301.334,4.042,0.084,0.005485,163.004176,1.5379,11.1759,0.3927,0
5,0.292,1425.695,1308.424,4.054,0.105,0.004652,234.150738,1.6496,10.2902,0.4808,0
6,0.281,1420.251,1300.269,3.776,0.101,0.005481,208.06477,1.7051,10.5124,0.4394,0
6,0.284,1424.179,1304.783,3.75,0.084,0.006006,211.306851,1.6094,10.3945,0.4547,0
5,0.215,1383.773,1290.688,3.422,0.081,0.003717,154.203588,1.9537,13.9515,0.3826,0
4,0.253,1401.315,1294.855,4.266,0.11,0.006736,185.557909,1.6966,11.9862,0.4182,0
5,0.308,1435.992,1310.449,4.114,0.106,0.009253,244.335357,1.6849,10.0999,0.4833,0
4,0.27,1420.556,1308.54,3.478,0.066,0.004643,209.20489,1.7595,11.4553,0.4556,0
3,0.245,1390.3,1291.543,3.904,0.084,0.005631,190.363768,2.0622,13.7681,0.4179,0
4,0.309,1421.649,1302.517,4.217,0.084,0.012726,249.347692,1.7824,10.4338,0.4902,0
5,0.277,1421.121,1306.107,3.64,0.084,0.00561,209.610922,1.6836,11.1067,0.4557,0
5,0.283,1416.246,1302.726,3.922,0.105,0.005418,219.416142,1.5714,11.368,0.4623,0
5,0.303,1423.318,1301.894,4.207,0.115,0.008716,234.539032,1.5234,10.3674,0.4721,0
4,0.26,1390.525,1297.034,3.666,0.078,0.006793,233.424657,2.3487,14.1021,0.474,0
3,0.593,1408.269,1309.169,5.102,0.064,0.517461,1327.251687,-2.687,13.7193,1.0765,0
7,0.363,1454.015,1317.261,4.234,0.087,0.012131,321.802513,1.5489,8.2139,0.5553,0
5,0.31,1412.771,1299.999,4.113,0.072,0.008344,272.158411,1.9699,11.3383,0.505,0
4,0.299,1410.826,1297.592,4.307,0.1,0.010231,248.292603,1.6793,10.8426,0.4815,0
3,0.289,1345.119,1273.994,4.659,0.081,0.019778,300.757418,-2.4421,24.2814,0.5386,0
4,0.266,1376.412,1289.918,4.184,0.089,0.012554,244.454951,-1.1091,15.384,0.4968,0
4,0.239,1379.475,1286.73,3.442,0.075,0.006528,189.931083,1.8926,12.9406,0.4215,0
5,0.305,1433.525,1311.486,4.036,0.096,0.008125,252.009058,1.916,10.2961,0.49,0
6,0.301,1421.71,1303.657,3.921,0.092,0.006055,236.012195,1.7713,10.7076,0.4814,0
3,0.286,1403.618,1294.008,4.034,0.098,0.006903,222.520612,1.7789,11.92,0.4601,0
5,0.261,1405.639,1297.857,3.488,0.083,0.005344,191.800751,1.723,11.4241,0.4372,0
5,0.329,1364.291,1279.697,4.939,0.078,0.018599,360.998357,-1.4374,17.8627,0.576,0
4,0.438,1368.447,1283.896,4.461,0.075,0.061595,704.657304,-2.2403,19.5551,0.7798,0
4,0.315,1415.393,1301.169,3.706,0.091,0.012513,276.225693,1.8994,10.7521,0.5144,0
2,0.326,1361.296,1279.857,4.819,0.09,0.025119,357.746116,-2.3204,18.0199,0.5899,0
5,0.239,1395.373,1293.396,3.77,0.086,0.005738,170.898447,1.8041,12.4719,0.4049,0
5,0.294,1426.289,1306.151,3.848,0.09,0.006231,228.21808,1.7105,10.4792,0.4694,0
4,0.231,1368.826,1286.269,4.028,0.09,0.006283,193.921811,-0.9432,16.5131,0.4359,0
5,0.312,1430.173,1306.923,4.121,0.108,0.010954,257.857359,1.8642,10.3672,0.4893,0
5,0.291,1411.68,1298.821,3.927,0.092,0.00892,238.641443,1.7773,10.7387,0.4741,0
3,0.279,1342.744,1274.3,4.405,0.076,0.012266,300.004452,-2.1675,23.5819,0.541,0
5,0.282,1423.615,1302.819,4.163,0.099,0.007916,206.115986,1.7035,10.7808,0.442,0
4,0.254,1404.721,1298.129,3.614,0.077,0.004774,188.697146,1.8951,11.8584,0.4283,0
4,0.294,1424.705,1305.013,3.96,0.109,0.006562,225.091775,1.5928,10.6144,0.4688,0
3,0.237,1352.824,1277.159,4.047,0.085,0.00508,187.342661,-1.0322,19.6038,0.4412,0
4,0.242,1378.848,1291.196,3.736,0.085,0.003966,202.281722,2.374,15.2367,0.4497,0
4,0.29,1396.45,1289.655,3.568,0.089,0.007302,238.072386,1.8765,12.1973,0.465,0
3,0.285,1342.886,1275.307,4.27,0.063,0.005714,340.11197,-1.6624,22.3154,0.5656,0
5,0.287,1407.941,1297.81,3.796,0.082,0.005609,225.837808,1.9641,11.4304,0.4674,0
5,0.26,1407.942,1298.895,3.807,0.086,0.004831,203.65601,1.8926,12.0123,0.4307,0
5,0.303,1414.955,1298.904,4.162,0.1,0.011322,249.214151,1.8603,10.727,0.4817,0
6,0.206,1385.974,1294.124,3.411,0.069,0.003511,146.683294,1.95,14.7887,0.3755,0
4,0.274,1409.457,1296.965,4.162,0.096,0.005046,201.406367,1.8121,11.3418,0.4418,0
4,0.255,1365.849,1282.768,4.192,0.084,0.005525,214.469727,-0.6225,16.9649,0.4657,0
5,0.294,1439.368,1312.694,3.57,0.093,0.004866,212.982454,1.5936,10.2332,0.4597,0
5,0.241,1387.011,1289.228,3.547,0.082,0.004374,178.873408,1.7776,12.9053,0.4128,0
4,0.227,1381.626,1290.446,3.429,0.092,0.004751,168.843174,2.2255,15.4264,0.4058,0
6,0.304,1417.957,1300.874,3.953,0.093,0.006977,244.198433,1.8134,10.6267,0.4843,0
5,0.327,1425.118,1308.147,3.898,0.092,0.010308,292.658805,2.101,10.9226,0.5331,0
2,0.236,1335.897,1271.67,4.095,0.077,0.006139,229.614995,-2.5782,28.0718,0.4587,0
4,0.284,1397.574,1298.32,3.536,0.059,0.009324,270.376647,2.3269,12.8677,0.5029,0
2,0.219,1372.111,1285.92,3.076,0.067,0.004241,172.63277,2.1802,16.1018,0.3989,0
4,0.305,1404.098,1296.007,3.672,0.091,0.011574,267.150292,2.1917,11.9034,0.5033,0
4,0.321,1418.783,1302.101,3.932,0.09,0.013706,277.811319,1.9383,11.0614,0.5139,0
4,0.299,1417.559,1306.996,3.64,0.077,0.01345,274.192228,2.2063,11.9483,0.5039,0
5,0.317,1427.72,1305.634,3.73,0.09,0.012066,266.500713,1.8545,9.8649,0.5033,0
4,0.216,1382.105,1292.641,3.069,0.073,0.005093,165.853272,2.3934,15.388,0.3965,0
4,0.248,1359.92,1285.618,4.373,0.069,0.00957,267.747911,-0.185,19.2198,0.5001,0
4,0.309,1414.925,1298.629,3.99,0.105,0.007036,244.000894,1.9693,11.4253,0.4879,0
4,0.308,1407.442,1295.186,4.196,0.079,0.006726,243.280512,1.8911,11.4477,0.4926,0
4,0.319,1431.034,1306.937,3.999,0.095,0.012931,272.614414,1.8256,10.296,0.4999,0
5,0.284,1412.124,1300.556,3.921,0.098,0.008518,224.483519,1.9861,11.8059,0.4653,0
5,0.233,1381.584,1293.007,3.459,0.074,0.005457,179.254157,2.2858,14.724,0.4351,0
3,0.244,1382.99,1289.219,3.58,0.078,0.004466,206.152374,2.2694,15.0742,0.4262,0
5,0.274,1344.915,1275.321,4.393,0.07,0.012402,297.654262,-2.0818,23.6281,0.5295,0
3,0.214,1368.204,1286.88,3.444,0.083,0.006011,171.587565,2.4772,17.6931,0.4077,0
4,0.25,1398.785,1297.204,3.405,0.084,0.003893,188.696458,2.1327,13.0817,0.4312,0
3,0.227,1381.403,1288.385,3.511,0.099,0.00359,164.182105,2.1425,15.165,0.3962,0
4,0.224,1394.249,1301.858,3.236,0.066,0.003234,176.128119,2.2355,14.2684,0.4174,0
3,0.246,1386.725,1289.597,3.39,0.089,0.004327,183.134075,2.0712,14.7648,0.4197,0
4,0.238,1381.079,1291.403,3.787,0.082,0.005131,199.82735,2.2223,14.6578,0.4381,0
3,0.225,1378.852,1287.902,3.559,0.079,0.003838,167.036843,2.3391,15.8211,0.3976,0
4,0.278,1398.282,1296.432,4.049,0.089,0.011803,241.732709,2.2174,12.9882,0.4784,0
6,0.291,1420.615,1303.399,3.925,0.095,0.009449,231.164121,1.8861,10.7527,0.4691,0
5,0.257,1402.735,1301.658,3.758,0.078,0.005364,213.908665,2.0236,12.6166,0.4542,0
4,0.306,1403.063,1294.199,4.048,0.089,0.008836,262.43844,2.0999,12.1459,0.4969,0
4,0.222,1379.05,1288.714,3.546,0.069,0.00442,169.959168,2.2067,14.7125,0.3988,0
3,0.221,1366.439,1283.129,3.156,0.06,0.005551,170.77786,2.3101,16.3544,0.4059,0
4,0.252,1416.608,1307.975,3.006,0.079,0.003227,188.257686,1.9168,12.1458,0.4322,0
4,0.248,1392.831,1296.757,3.593,0.081,0.005076,202.681482,2.1703,13.952,0.444,0
4,0.219,1381.906,1289.989,3.836,0.095,0.004393,159.076829,2.0759,15.3717,0.3888,0
4,0.211,1382.204,1290.497,3.953,0.102,0.00242,147.100745,1.8557,15.3627,0.3759,0
5,0.342,1394.129,1292.192,4.18,0.096,0.009185,347.454272,0.0778,13.2157,0.5759,0
2,0.373,1347.587,1280.719,4.522,0.062,0.086484,681.963639,-3.3841,24.7792,0.7715,0
4,0.316,1425.646,1305.54,3.368,0.079,0.008218,258.465691,1.6952,10.2619,0.5056,0
4,0.305,1398.345,1295.318,3.485,0.081,0.014441,294.199597,2.2354,12.554,0.5192,0
6,0.236,1383.079,1289.905,3.55,0.071,0.00641,188.97514,1.997,13.5217,0.4202,0
4,0.256,1400.815,1297.578,3.415,0.075,0.005538,195.854959,1.929,12.3678,0.4399,0
3,0.207,1371.892,1288.378,3.124,0.067,0.002185,154.553726,2.2745,16.4385,0.3908,0
5,0.248,1404.715,1298.745,3.569,0.086,0.004207,186.976322,1.9738,13.231,0.4158,0
4,0.203,1370.169,1286.536,3.228,0.084,0.003872,146.200539,2.254,17.2444,0.3787,0
4,0.208,1379.875,1289.873,3.424,0.088,0.003515,146.885477,2.0927,15.3009,0.3754,0
4,0.211,1380.667,1290.558,3.403,0.082,0.003383,151.061015,2.0475,15.5938,0.3821,0
4,0.288,1401.257,1296.625,4.056,0.102,0.005708,248.00227,0.1949,12.456,0.4873,0
5,0.275,1381.731,1289.146,3.87,0.085,0.003644,243.947926,-0.2437,15.0844,0.4848,0
5,0.249,1379.095,1287.606,4.359,0.096,0.006573,197.897669,-0.596,16.6574,0.4353,0
5,0.304,1416.999,1300.389,3.578,0.105,0.007692,238.966085,1.7995,10.7857,0.4848,0
5,0.294,1423.156,1303.399,3.922,0.102,0.008938,231.785222,1.558,9.8324,0.4704,0
4,0.291,1406.086,1296.719,4.118,0.099,0.010144,238.981289,1.9472,11.6753,0.4773,0
5,0.276,1404.586,1299.915,3.361,0.066,0.0071,234.110585,1.9238,11.616,0.4764,0
4,0.322,1422.627,1300.281,4.472,0.085,0.009535,256.13428,1.766,10.4348,0.4955,0
5,0.225,1401.887,1301.061,3.645,0.067,0.005779,169.804707,1.7522,12.0391,0.4003,0
4,0.254,1406.326,1298.949,3.569,0.088,0.00571,187.825817,1.8989,11.7597,0.4269,0
3,0.21,1384.665,1293.146,3.475,0.091,0.003657,148.686218,2.0079,15.1905,0.38,0
7,0.306,1451.41,1319.197,4.079,0.1,0.005828,237.194997,1.4959,9.0714,0.4782,0
7,0.267,1430.505,1309.931,3.817,0.09,0.00386,186.008768,1.4978,10.5999,0.4292,0
5,0.222,1399.119,1294.011,3.704,0.102,0.00288,138.722034,1.3849,12.5861,0.3686,0
5,0.189,1368.014,1288.395,3.584,0.073,0.003109,135.382723,1.4352,17.7529,0.3693,0
5,0.215,1382.762,1292.139,3.287,0.086,0.002769,158.015001,1.9848,15.3212,0.3904,0
4,0.239,1378.715,1290.943,3.609,0.079,0.002585,198.646625,2.1977,15.2467,0.443,0
2,0.205,1366.958,1281.716,3.183,0.079,0.003095,135.522477,1.8292,16.3043,0.365,0
4,0.306,1410.967,1302.392,3.583,0.094,0.010735,273.32866,2.291,12.6414,0.5134,0
4,0.322,1402.655,1296.369,4.031,0.089,0.015809,302.991056,2.2153,12.5279,0.5362,0
5,0.357,1436.541,1313.048,4.332,0.093,0.012675,351.822593,2.062,10.0704,0.5724,0
4,0.333,1445.629,1312.419,4.392,0.097,0.013655,281.854458,1.6502,9.1915,0.5076,0
4,0.292,1420.634,1304.386,3.909,0.097,0.007833,242.747439,1.8808,10.5987,0.4756,0
4,0.275,1415.846,1303.569,3.504,0.081,0.006442,214.242675,1.7477,10.9091,0.4583,0
5,0.262,1417.609,1306.601,4.216,0.105,0.004265,201.652545,1.7818,11.5577,0.4398,0
2,0.375,1374.408,1287.072,4.544,0.079,0.042609,464.680632,-0.5023,15.5166,0.6827,0
6,0.328,1452.369,1316.54,4.478,0.109,0.008779,263.16919,1.5774,9.2674,0.4984,0
2,0.364,1346.489,1281.544,4.575,0.047,0.13,694.672585,-3.6308,24.7102,0.7749,0
7,0.297,1446.138,1320.423,3.993,0.088,0.005149,239.005198,1.4187,9.3819,0.4826,0
7,0.308,1440.101,1310.791,4.126,0.122,0.007336,232.886317,1.3989,10.1453,0.4727,0
4,0.784,1472.095,1344.837,4.775,0.064,0.872296,2038.657676,-1.72,7.9364,1.3475,1
8,1.152,1600.384,1403.24,3.911,0.102,2.71929,3225.409608,-0.0652,4.0976,1.641,0
4,0.705,1408.388,1308.057,4.821,0.044,1.026094,1886.554226,-2.3711,12.5474,1.2814,0
4,0.527,1387.094,1294.302,4.392,0.06,0.138219,1049.645324,-2.2237,14.2101,0.9571,0
4,0.272,1415.319,1307.339,3.844,0.092,0.009868,232.17518,1.4653,11.6511,0.4695,0
3,0.234,1376.065,1289.95,3.294,0.069,0.009657,211.838671,2.4315,14.8383,0.4407,0
3,0.251,1383.822,1294.365,3.312,0.067,0.011354,237.758584,2.3595,14.3802,0.4698,0
4,0.254,1388.664,1295.298,3.124,0.062,0.007517,225.359378,2.362,13.2155,0.4656,0
3,0.251,1408.593,1300.087,3.647,0.095,0.005284,183.795408,1.8906,12.3724,0.4174,0
3,0.496,1357.36,1285.387,4.773,0.05,0.386277,1166.102786,-3.1055,21.4634,1.0079,0
7,0.255,1457.658,1321.58,4.069,0.099,0.003722,164.449801,1.2835,8.3565,0.395,0
5,0.235,1411.622,1305.063,3.701,0.083,0.004028,158.12745,1.7494,11.5479,0.4056,0
4,0.337,1379.576,1282.187,3.963,0.096,0.012599,318.718069,-0.7641,13.898,0.5437,0
4,0.221,1395.139,1294.573,3.647,0.079,0.003634,151.770337,1.6901,12.8653,0.3794,0
5,0.23,1390.782,1295.194,3.431,0.077,0.004153,177.82914,1.9617,13.9081,0.4101,0
5,0.301,1438.508,1317.469,4.042,0.084,0.006753,251.021266,1.7292,10.266,0.4951,0
3,0.187,1362.288,1281.835,3.588,0.088,0.002485,132.662275,2.0043,17.9422,0.3465,0
5,0.335,1369.176,1282.152,4.132,0.073,0.00789,349.069318,-1.0802,16.891,0.5868,0
5,0.172,1344.802,1284.164,2.6,0.286,0.0019,152.1384,4.557,26.3109,0.3897,0
5,0.154,1346.138,1290.006,2.124,0.279,0.0028,138.9024,4.9633,28.8485,0.3694,0
4,0.143,1334.673,1280.482,2.294,0.32,0.0015,115.8414,5.4091,34.7164,0.3353,0
5,0.148,1339.253,1283.265,2.49,0.317,0.0017,122.3223,4.9977,29.704,0.3488,0
5,0.153,1345.951,1287.477,2.375,0.28,0.0026,129.3084,4.838,27.7623,0.356,0
4,0.144,1339.391,1280.624,2.361,0.327,0.002,106.4931,5.2648,33.2085,0.3187,0
5,0.157,1347.793,1286.694,2.195,0.303,0.0018,131.6788,4.753,26.7549,0.3563,0
4,0.143,1339.128,1280.336,2.247,0.322,0.0012,105.3582,5.274,33.2579,0.3179,0
5,0.159,1349.432,1288.617,2.401,0.307,0.0028,137.4464,4.7256,26.6839,0.3632,0
5,0.159,1350.172,1289.607,2.265,0.262,0.0027,138.8837,4.7697,26.8777,0.3662,0
4,0.142,1339.92,1281.556,2.272,0.341,0.0012,107.001,5.2556,32.89,0.3197,0
5,0.155,1348.214,1288.552,2.398,0.287,0.0027,131.5215,4.8249,27.6815,0.3576,0
5,0.158,1344.537,1284.792,2.195,0.249,0.0018,133.0055,4.8876,28.2242,0.3604,0
5,0.157,1345.22,1287.341,2.42,0.279,0.0024,137.9654,4.8747,28.1344,0.3678,0
4,0.152,1337.674,1279.573,2.332,0.315,0.0015,119.8159,5.3189,33.8163,0.3392,0
5,0.153,1344.909,1287.075,2.448,0.28,0.002,129.195,4.9504,29.0855,0.3574,0
5,0.168,1345.595,1285.01,2.24,0.285,0.0025,149.8842,4.7936,27.2085,0.3807,0
5,0.156,1342.353,1284.924,2.41,0.311,0.0024,135.3784,4.9203,28.6835,0.3646,0
4,0.144,1339.673,1281.462,2.246,0.332,0.0012,106.612,5.3658,34.3548,0.321,0
5,0.164,1346.85,1286.962,2.487,0.243,0.0031,146.0948,4.7906,27.4127,0.3763,0
5,0.152,1345.622,1285.447,2.279,0.315,0.0021,122.8271,4.8492,27.9343,0.3461,0
4,0.144,1338.635,1281.066,2.339,0.322,0.0012,109.1163,5.2876,33.4952,0.3238,0
5,0.159,1345.716,1285.912,2.429,0.308,0.0025,136.8677,4.7733,27.2831,0.3637,0
5,0.162,1351.445,1288.54,2.224,0.308,0.0018,136.8022,4.7051,26.4162,0.3625,0
5,0.162,1354.544,1291.98,2.419,0.292,0.0024,141.6062,4.6231,25.5447,0.3674,0
5,0.155,1348.605,1287.638,2.413,0.32,0.0014,110.8769,4.8969,28.6605,0.3488,0
4,0.15,1342.983,1281.871,2.407,0.369,0.0015,123.2987,5.1597,32.4064,0.3248,0
5,0.164,1354.967,1291.882,2.523,0.296,0.0028,141.623,4.6554,26.1048,0.3692,0
5,0.168,1351.546,1287.957,2.394,0.273,0.0029,145.3501,4.6828,26.1963,0.3731,0
4,0.141,1334.735,1278.361,2.462,0.338,0.0012,101.4247,5.4424,35.808,0.3157,0
5,0.162,1353.756,1290.431,2.45,0.311,0.0019,132.8384,4.7621,27.2454,0.3589,0
5,0.166,1352.653,1290.505,2.351,0.288,0.0017,144.7451,4.7891,27.233,0.3748,0
4,0.148,1339.544,1282.842,2.349,0.312,0.0021,117.6115,5.3624,34.0804,0.338,0
5,0.167,1350.654,1289.641,2.276,0.292,0.0033,150.5076,4.7894,27.1457,0.3813,0
5,0.163,1351.345,1289.648,2.269,0.289,0.0017,139.5775,4.7953,27.3403,0.3683,0
5,0.147,1339.392,1281.91,2.441,0.312,0.002,112.2773,5.1157,31.2749,0.3367,0
4,0.148,1346.047,1286.135,2.433,0.33,0.0014,118.5553,5.0698,30.5757,0.3346,0
5,0.163,1352.935,1289.928,2.459,0.278,0.0025,139.9048,4.6636,26.1828,0.3659,0
5,0.157,1342.972,1283.649,2.347,0.296,0.0021,129.3598,4.9305,29.1016,0.3569,0
5,0.152,1344.804,1284.215,2.575,0.316,0.0021,117.6526,4.8796,28.8712,0.3414,0
5,0.154,1351.918,1289.271,2.394,0.305,0.0019,119.7141,4.8173,27.8717,0.3425,0
5,0.149,1341.463,1282.233,2.514,0.345,0.0018,114.6626,4.8897,28.8565,0.3369,0
7,0.223,1381.659,1293.3,2.592,0.281,0.0053,183.7017,3.0682,15.5241,0.417,0
24,0.619,1848.388,1511.449,4.423,0.527,0.2118,574.8593,0.1267,1.7656,0.7011,1
24,0.646,1810.035,1501.812,3.909,0.593,0.2105,670.8127,0.2488,2.1795,0.7596,1
26,0.632,1845.162,1536.452,3.808,0.554,0.2071,645.2742,0.3027,2.1944,0.7488,1
29,0.505,1858.837,1529.995,4.825,0.611,0.0757,385.3079,-0.0782,1.8977,0.5823,1
35,0.609,1852.87,1539.906,4.471,0.657,0.2482,570.8634,0.0039,2.1142,0.7195,1
31,0.273,1579.021,1365.026,4.505,0.687,0.0088,131.5812,-0.0205,3.8641,0.3518,1
31,0.194,1646.572,1411.481,4.255,0.728,0.0022,65.5323,0.2411,3.2903,0.2506,1
28,0.195,1544.795,1340.846,4.299,0.72,0.0022,65.774,0.2178,3.6193,0.2479,1
31,0.222,1658.408,1399.341,4.53,0.696,0.0029,79.4123,-0.232,2.5791,0.2684,1
30,0.239,1680.986,1424.784,4.479,0.698,0.0045,99.2762,-0.06,2.8631,0.298,1
26,0.198,1679.762,1431.145,4.547,0.694,0.0021,70.2187,-0.1578,3.0361,0.2515,1
28,0.225,1705.036,1443.554,4.665,0.651,0.003,90.0217,-0.1518,2.7405,0.2818,1
29,0.256,1811.788,1509.63,4.386,0.651,0.0048,103.0228,0.0773,2.2641,0.3042,1
26,0.221,1738.83,1460.781,4.4,0.694,0.0034,83.5436,0.0865,2.4623,0.2708,1
23,0.241,1688.333,1449.807,4.429,0.634,0.0072,113.697,0.0001,3.2579,0.3169,1
27,0.206,1794.6,1498.286,4.528,0.684,0.0025,69.986,0.0175,2.2698,0.2474,1
23,0.166,1671.123,1419.046,4.143,0.688,0.0011,48.7909,0.1432,2.8428,0.2085,1
31,0.257,1857.041,1546.674,4.509,0.635,0.0071,105.657,-0.0465,2.1643,0.305,1
29,0.211,1736.339,1451.798,4.275,0.676,0.0024,71.4509,0.0287,2.3638,0.2533,1
24,0.186,1666.118,1429.933,4.216,0.677,0.0023,66.5593,0.1415,3.4175,0.2413,1
28,0.325,1898.536,1573,4.645,0.644,0.0197,164.0291,0.0495,1.9901,0.3794,1
25,0.258,1687.959,1424.036,4.475,0.669,0.007,114.4076,0.0514,2.6988,0.3158,1
28,0.285,1882.9,1569.04,4.455,0.629,0.0108,129.7206,0.1631,2.0586,0.3384,1
28,0.322,1824.467,1510.545,4.535,0.629,0.0117,161.2418,0.0454,2.0988,0.3765,1
28,0.346,1934.489,1596.582,4.637,0.62,0.0192,181.4007,0.0449,1.8606,0.3981,1
25,0.332,1772.502,1477.86,4.595,0.604,0.0204,180.1007,0.0083,2.2582,0.3969,1
24,0.227,1723.509,1453.556,4.503,0.671,0.0052,90.3766,-0.0067,2.6611,0.2802,1
26,0.166,1754.21,1478.669,4.108,0.721,0.0013,46.9767,0.2731,2.6143,0.2048,1
22,0.237,1549.213,1345.976,4.4,0.638,0.0066,108.5889,0.2292,3.629,0.3074,1
25,0.167,1668.724,1412.348,4.1,0.692,0.0008,47.8689,0.2312,2.7505,0.2065,1
26,0.37,1805.826,1499.897,4.809,0.628,0.0321,218.6451,-0.1797,2.1729,0.4371,1
24,0.213,1694.925,1437.92,4.323,0.684,0.0032,81.6828,-0.1075,2.8163,0.2671,1
26,0.372,1848.809,1526.105,4.705,0.601,0.0318,213.701,-0.0597,2.0273,0.4303,1
27,0.395,1899.976,1586.236,4.838,0.59,0.0468,252.686,-0.0736,2.1123,0.469,1
28,0.305,1848.439,1534.367,4.712,0.626,0.0146,147.2484,-0.0966,2.0976,0.3587,1
27,0.242,1836.957,1522.144,4.683,0.63,0.0048,91.8186,-0.2552,2.0747,0.2841,1
24,0.354,1771.884,1478.13,4.694,0.61,0.0217,205.1546,0.0183,2.3385,0.4214,1
25,0.331,1842.55,1536.664,4.986,0.61,0.0148,176.2229,-0.2264,2.2192,0.3943,1
21,0.286,1793.746,1506.893,4.608,0.643,0.0102,142.045,-0.0877,2.377,0.3506,1
26,0.357,1882.994,1546.604,4.628,0.544,0.0217,193.9777,-0.0218,1.8248,0.4094,1
25,0.39,1828.03,1516.873,4.758,0.585,0.0315,242.5177,0.0122,2.0825,0.4603,1
26,0.273,1752.404,1468.941,4.734,0.629,0.0072,126.8552,-0.3098,2.4449,0.3306,1
25,0.352,1847.946,1524.183,4.733,0.602,0.0222,191.2305,-0.0166,1.9538,0.4077,1
25,0.282,1878.323,1543.448,4.559,0.63,0.007,121.0968,-0.0236,1.848,0.3237,1
21,0.306,1641.716,1399.754,4.7,0.627,0.0145,172.086,-0.2955,3.086,0.3839,1
22,0.307,1739.13,1465.315,4.712,0.612,0.0119,165.4389,-0.0028,2.5869,0.3786,1
22,0.374,1736.832,1469.547,4.696,0.619,0.0305,253.4315,0.0593,2.7587,0.4659,1
24,0.312,1770.389,1478.979,4.647,0.609,0.0164,162.2502,-0.0801,2.357,0.3739,1
27,0.233,1750.812,1471.141,4.589,0.603,0.0034,91.7438,-0.2792,2.5151,0.2849,1
23,0.312,1773.745,1488.778,4.685,0.629,0.0161,168.1028,-0.1237,2.5172,0.3791,1
18,0.321,1607.933,1388.531,4.891,0.598,0.0238,207.2221,-0.3954,3.5382,0.4239,1
22,0.392,1758.065,1472.486,4.84,0.579,0.032,265.2321,-0.0102,2.3775,0.4748,1
19,0.278,1730.864,1469.903,4.574,0.61,0.011,143.8586,0.0368,2.8562,0.3505,1
24,0.356,1798.155,1498.194,4.673,0.616,0.023,208.367,-0.264,2.2361,0.4247,1
25,0.282,1843.21,1534.328,4.733,0.65,0.0079,129.0829,-0.1015,2.1833,0.3339,1
24,0.316,1641.897,1391.633,4.767,0.619,0.013,172.5387,-0.301,2.6965,0.3872,1
23,0.294,1792.869,1486.445,4.614,0.615,0.0081,141.0065,-0.0221,2.1291,0.3448,1
22,0.348,1839.603,1546.905,4.851,0.603,0.0205,209.8091,-0.2271,2.344,0.4239,1
11,0.551,1630.64,1394.959,5.104,0.051,0.1002,541.4004,-0.955,3.4471,0.6926,0
11,0.541,1675.93,1430.577,5.041,0.05,0.1066,563.5727,-1.0688,3.6254,0.6783,0
10,0.545,1663.735,1414.143,4.787,0.052,0.0904,543.132,-0.9595,3.3934,0.6716,0
9,0.625,1730.324,1463.864,4.639,0.052,0.1674,707.2761,-0.8185,2.8433,0.7675,0
10,0.628,1742.364,1470.128,4.922,0.049,0.1967,708.8026,-0.918,2.9959,0.7644,0
9,0.621,1668.515,1413.8,5.034,0.05,0.1512,690.2442,-0.8986,3.0203,0.7632,0
10,0.625,1711.052,1450.031,4.792,0.055,0.1668,703.4783,-0.7988,2.9495,0.7746,0
10,0.643,1734.617,1462.899,4.847,0.053,0.207,758.1139,-0.8693,2.8961,0.7839,0
9,0.655,1695.433,1431.16,4.857,0.052,0.2004,777.0455,-0.8655,2.9192,0.7993,0
9,0.654,1744.196,1471.595,4.676,0.052,0.2107,766.6484,-0.8057,2.8105,0.7961,0
0,2.379,1294.27,1267.214,3.988,0.006,431.5678,65719.6799,-8.0521,75.9591,7.8392,0
5,9.879,1519.241,1380.81,2.413,0.006,15735.5828,217308.5442,-1.1968,5.5665,17.264,0
13,0.387,1573.785,1357.427,4.168,0.073,0.0163,286.5501,0.3582,3.3468,0.4925,0
10,0.406,1619.694,1385.781,3.216,0.051,0.0207,298.9679,0.904,3.2662,0.512,0
12,0.404,1591.623,1368.78,3.493,0.057,0.0259,298.9127,1.0541,3.363,0.5119,0
9,0.418,1546.847,1345.133,3.374,0.05,0.035,352.6647,0.6631,3.4564,0.5464,0
9,0.36,1626,1395.371,3.231,0.053,0.0201,258.0362,1.1071,3.3383,0.463,0
11,0.367,1721.107,1460.817,2.99,0.045,0.0175,241.8596,1.1107,3.1343,0.4567,0
9,0.422,1572.537,1363.531,2.89,0.051,0.0385,367.3947,1.1372,3.7375,0.5544,0
